Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,Sub4:RHeadAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
600,0,-15.5722,-0.447005,3.03421,0.0751278,0.629714,-0.37385,15.4638,0.177843,2.6597,-15.5722,0.447005,-3.03421
601,0,-15.5533,-0.457383,3.03964,0.0466159,0.639806,-0.378605,15.4728,0.179046,2.66059,-15.5533,0.457383,-3.03964
602,0,-15.5319,-0.468363,3.04726,0.0159706,0.64988,-0.385752,15.4814,0.179741,2.6613,-15.5319,0.468363,-3.04726
603,0,-15.5083,-0.479682,3.05684,-0.0165155,0.659845,-0.395243,15.4896,0.180095,2.66166,-15.5083,0.479682,-3.05684
604,0,-15.4825,-0.491073,3.06835,-0.0507122,0.669605,-0.407133,15.4973,0.180273,2.66156,-15.4825,0.491073,-3.06835
605,0,-15.4545,-0.50222,3.08181,-0.0866664,0.678919,-0.421451,15.5045,0.180358,2.66102,-15.4545,0.50222,-3.08181
606,0,-15.4239,-0.512809,3.09736,-0.124543,0.687452,-0.438143,15.5111,0.180346,2.66022,-15.4239,0.512809,-3.09736
607,0,-15.3904,-0.522642,3.11513,-0.16456,0.694939,-0.457148,15.5169,0.180185,2.65935,-15.3904,0.522642,-3.11513
608,0,-15.3535,-0.531664,3.13533,-0.207014,0.701234,-0.478496,15.5218,0.179812,2.65861,-15.3535,0.531664,-3.13533
609,0,-15.3127,-0.539913,3.15817,-0.252342,0.706302,-0.502293,15.5258,0.179185,2.65809,-15.3127,0.539913,-3.15817
610,0,-15.2676,-0.547526,3.1838,-0.301161,0.71023,-0.52864,15.5288,0.178299,2.65786,-15.2676,0.547526,-3.1838
611,0,-15.2172,-0.554738,3.2122,-0.354287,0.71322,-0.55749,15.5309,0.177177,2.65794,-15.2172,0.554738,-3.2122
612,0,-15.1606,-0.561821,3.24311,-0.412811,0.715491,-0.588537,15.5323,0.175839,2.65839,-15.1606,0.561821,-3.24311
613,0,-15.0964,-0.568978,3.27601,-0.478225,0.717146,-0.62124,15.5329,0.174281,2.65926,-15.0964,0.568978,-3.27601
614,0,-15.0228,-0.576286,3.31033,-0.552431,0.718114,-0.654957,15.5328,0.172477,2.66063,-15.0228,0.576286,-3.31033
615,0,-14.9376,-0.583742,3.34545,-0.637561,0.718249,-0.689016,15.5322,0.170423,2.66257,-14.9376,0.583742,-3.34545
616,0,-14.839,-0.591313,3.38078,-0.735792,0.717392,-0.722771,15.5311,0.168139,2.66517,-14.839,0.591313,-3.38078
617,0,-14.7248,-0.598895,3.41592,-0.849255,0.715332,-0.755775,15.5298,0.165666,2.66848,-14.7248,0.598895,-3.41592
618,0,-14.5931,-0.606383,3.45082,-0.980022,0.711898,-0.788056,15.5284,0.163099,2.67246,-14.5931,0.606383,-3.45082
619,0,-14.4421,-0.613832,3.48594,-1.13015,0.707159,-0.820316,15.5271,0.160623,2.67687,-14.4421,0.613832,-3.48594
620,0,-14.27,-0.621477,3.52209,-1.30178,0.701401,-0.853731,15.5262,0.158479,2.68138,-14.27,0.621477,-3.52209
621,0,-14.0749,-0.629566,3.55993,-1.49707,0.694865,-0.889339,15.5259,0.156864,2.68564,-14.0749,0.629566,-3.55993
622,0,-13.855,-0.638278,3.59966,-1.71816,0.687618,-0.927589,15.5265,0.155864,2.68942,-13.855,0.638278,-3.59966
623,0,-13.6084,-0.647802,3.64112,-1.96703,0.679617,-0.968449,15.5282,0.155445,2.69263,-13.6084,0.647802,-3.64112
624,0,-13.3336,-0.658351,3.68418,-2.24558,0.670744,-1.01175,15.5313,0.155481,2.69531,-13.3336,0.658351,-3.68418
625,0,-13.0284,-0.670055,3.72877,-2.5559,0.660753,-1.05735,15.5358,0.155827,2.69757,-13.0284,0.670055,-3.72877
626,0,-12.6905,-0.682889,3.77479,-2.90043,0.649301,-1.10512,15.5416,0.156441,2.69945,-12.6905,0.682889,-3.77479
627,0,-12.3167,-0.696742,3.82211,-3.28207,0.636114,-1.15508,15.5488,0.157469,2.70081,-12.3167,0.696742,-3.82211
628,0,-11.9042,-0.711512,3.87059,-3.7039,0.621052,-1.2073,15.5575,0.159211,2.70142,-11.9042,0.711512,-3.87059
629,0,-11.4503,-0.727029,3.92013,-4.16872,0.603971,-1.26192,15.5676,0.162027,2.701,-11.4503,0.727029,-3.92013
630,0,-10.9532,-0.74294,3.97071,-4.67858,0.584577,-1.31915,15.5796,0.166276,2.69928,-10.9532,0.74294,-3.97071
631,0,-10.4122,-0.758707,4.02245,-5.23435,0.56239,-1.37924,15.5938,0.172247,2.69595,-10.4122,0.758707,-4.02245
632,0,-9.82805,-0.773723,4.0755,-5.83555,0.53675,-1.44245,15.6102,0.180025,2.69078,-9.82805,0.773723,-4.0755
633,0,-9.20227,-0.787478,4.12995,-6.48014,0.506916,-1.50872,15.6285,0.189392,2.68375,-9.20227,0.787478,-4.12995
634,0,-8.53755,-0.79965,4.18574,-7.16457,0.472194,-1.57757,15.6479,0.199841,2.67503,-8.53755,0.79965,-4.18574
635,0,-7.83744,-0.810072,4.24251,-7.88404,0.431991,-1.64806,15.6673,0.210662,2.66506,-7.83744,0.810072,-4.24251
636,0,-7.10607,-0.818747,4.29969,-8.63308,0.385865,-1.71877,15.6853,0.221005,2.65449,-7.10607,0.818747,-4.29969
637,0,-6.34759,-0.825889,4.35647,-9.40617,0.333594,-1.7879,15.7006,0.229953,2.64421,-6.34759,0.825889,-4.35647
638,0,-5.56575,-0.831914,4.41197,-10.1985,0.275281,-1.85357,15.7121,0.236707,2.63512,-5.56575,0.831914,-4.41197
639,0,-4.76378,-0.837372,4.46542,-11.0059,0.211543,-1.91439,15.7192,0.240891,2.62784,-4.76378,0.837372,-4.46542
640,0,-3.94451,-0.842789,4.51636,-11.8254,0.143436,-1.96979,15.7213,0.242681,2.62245,-3.94451,0.842789,-4.51636
641,0,-3.11027,-0.848496,4.56477,-12.6547,0.0720898,-2.02002,15.7185,0.242655,2.61871,-3.11027,0.848496,-4.56477
642,0,-2.26291,-0.854708,4.61111,-13.4923,-0.0014624,-2.06597,15.7111,0.241555,2.61619,-2.26291,0.854708,-4.61111
643,0,-1.40379,-0.861897,4.65601,-14.3374,-0.0760703,-2.10885,15.6995,0.240094,2.61445,-1.40379,0.861897,-4.65601
644,0,-0.533905,-0.871082,4.70001,-15.1898,-0.150245,-2.14989,15.6843,0.238833,2.61308,-0.533905,0.871082,-4.70001
645,0,0.346408,-0.883756,4.74342,-16.0497,-0.222259,-2.19013,15.6661,0.238131,2.61185,0.346408,0.883756,-4.74342
646,0,1.2376,-0.901513,4.78626,-16.9183,-0.290498,-2.23021,15.6453,0.238162,2.61065,1.2376,0.901513,-4.78626
647,0,2.14074,-0.925606,4.82837,-17.7971,-0.35384,-2.27044,15.6222,0.238974,2.60952,2.14074,0.925606,-4.82837
648,0,3.05708,-0.956663,4.86988,-18.6876,-0.411966,-2.31118,15.5972,0.240552,2.60855,3.05708,0.956663,-4.86988
649,0,3.98768,-0.994654,4.91153,-19.591,-0.465458,-2.35316,15.5703,0.242835,2.60785,3.98768,0.994654,-4.91153
650,0,4.93309,-1.03908,4.95454,-20.5083,-0.515579,-2.39739,15.542,0.245692,2.60753,4.93309,1.03908,-4.95454
651,0,5.89328,-1.08922,5.00017,-21.4395,-0.56391,-2.44479,15.5126,0.248887,2.6078,5.89328,1.08922,-5.00017
652,0,6.8676,-1.14449,5.04944,-22.3846,-0.611946,-2.496,15.4826,0.252079,2.60893,6.8676,1.14449,-5.04944
653,0,7.85473,-1.2047,5.103,-23.3425,-0.660668,-2.55139,15.4523,0.254871,2.61125,7.85473,1.2047,-5.103
654,0,8.85288,-1.27009,5.16083,-24.3117,-0.710355,-2.61086,15.4222,0.256899,2.61511,8.85288,1.27009,-5.16083
655,0,9.86007,-1.341,5.22214,-25.2903,-0.760743,-2.67369,15.3923,0.25792,2.62078,9.86007,1.341,-5.22214
656,0,10.8745,-1.41755,5.28574,-26.2765,-0.811409,-2.73883,15.3625,0.257849,2.6284,10.8745,1.41755,-5.28574
657,0,11.8945,-1.49958,5.35079,-27.2685,-0.862193,-2.80568,15.3327,0.256767,2.63783,11.8945,1.49958,-5.35079
658,0,12.9188,-1.58661,5.41731,-28.2643,-0.913334,-2.87472,15.3023,0.254964,2.64847,12.9188,1.58661,-5.41731
659,0,13.9456,-1.67783,5.48588,-29.2616,-0.965286,-2.94728,15.2705,0.252989,2.65915,13.9456,1.67783,-5.48588
660,0,14.973,-1.77202,5.557,-30.2575,-1.01859,-3.02465,15.2365,0.251512,2.66849,14.973,1.77202,-5.557
661,0,15.9989,-1.86796,5.63102,-31.249,-1.07389,-3.10761,15.1998,0.251017,2.67545,15.9989,1.86796,-5.63102
662,0,17.0208,-1.96477,5.70812,-32.2339,-1.13183,-3.19619,15.1602,0.251613,2.6797,17.0208,1.96477,-5.70812
663,0,18.0364,-2.06169,5.78799,-33.2098,-1.19297,-3.28935,15.1181,0.253028,2.68159,18.0364,2.06169,-5.78799
664,0,19.0432,-2.15801,5.86984,-34.1747,-1.25795,-3.38514,15.074,0.254659,2.682,19.0432,2.15801,-5.86984
665,0,20.0394,-2.25324,5.9529,-35.1275,-1.32741,-3.48133,15.0286,0.255705,2.68219,20.0394,2.25324,-5.9529
666,0,21.0241,-2.34741,6.03623,-36.0677,-1.40133,-3.57587,14.9825,0.255524,2.68343,21.0241,2.34741,-6.03623
667,0,21.9968,-2.44092,6.11849,-36.9948,-1.47848,-3.66709,14.9355,0.254061,2.68649,21.9968,2.44092,-6.11849
668,0,22.957,-2.53424,6.19825,-37.9079,-1.55686,-3.75399,14.8872,0.251836,2.69157,22.957,2.53424,-6.19825
669,0,23.9038,-2.62765,6.27445,-38.8054,-1.63467,-3.83599,14.8368,0.249465,2.69858,23.9038,2.62765,-6.27445
670,0,24.8361,-2.72129,6.34662,-39.6861,-1.71087,-3.91297,14.7838,0.24725,2.70748,24.8361,2.72129,-6.34662
671,0,25.7525,-2.81524,6.415,-40.5481,-1.78529,-3.98527,14.728,0.245099,2.71824,25.7525,2.81524,-6.415
672,0,26.6516,-2.90955,6.48052,-41.39,-1.85851,-4.05374,14.6693,0.242649,2.73087,26.6516,2.90955,-6.48052
673,0,27.532,-3.0041,6.54455,-42.2099,-1.93168,-4.11944,14.6076,0.239411,2.74539,27.532,3.0041,-6.54455
674,0,28.3925,-3.0986,6.60851,-43.0065,-2.00615,-4.18333,14.5425,0.234872,2.7618,28.3925,3.0986,-6.60851
675,0,29.2325,-3.19278,6.67353,-43.7785,-2.08309,-4.24619,14.4737,0.228585,2.78003,29.2325,3.19278,-6.67353
676,0,30.0523,-3.28645,6.74033,-44.5259,-2.16325,-4.30866,14.4007,0.220297,2.79988,30.0523,3.28645,-6.74033
677,0,30.8528,-3.37936,6.8094,-45.2491,-2.24705,-4.3713,14.3233,0.210096,2.82088,30.8528,3.37936,-6.8094
678,0,31.6354,-3.47104,6.88109,-45.9495,-2.33467,-4.4347,14.2413,0.198427,2.84226,31.6354,3.47104,-6.88109
679,0,32.4012,-3.56058,6.95541,-46.6279,-2.42604,-4.49917,14.1544,0.185989,2.86301,32.4012,3.56058,-6.95541
680,0,33.1504,-3.64666,7.0318,-47.2844,-2.52076,-4.56441,14.0627,0.173554,2.88203,33.1504,3.64666,-7.0318
681,0,33.8824,-3.72813,7.10916,-47.9186,-2.61788,-4.62966,13.9662,0.161759,2.8985,33.8824,3.72813,-7.10916
682,0,34.5958,-3.80448,7.18593,-48.5291,-2.7161,-4.69372,13.8649,0.150785,2.91225,34.5958,3.80448,-7.18593
683,0,35.289,-3.8756,7.26033,-49.1145,-2.81421,-4.75475,13.7591,0.140092,2.92398,35.289,3.8756,-7.26033
684,0,35.9601,-3.94134,7.33057,-49.6729,-2.91149,-4.81022,13.6488,0.128643,2.93501,35.9601,3.94134,-7.33057
685,0,36.6074,-4.00115,7.39521,-50.2027,-3.0077,-4.85757,13.5341,0.115402,2.94672,36.6074,4.00115,-7.39521
686,0,37.23,-4.05423,7.45326,-50.7031,-3.10299,-4.89454,13.4153,0.0995702,2.96025,37.23,4.05423,-7.45326
687,0,37.8277,-4.09963,7.50379,-51.1743,-3.19738,-4.91922,13.2928,0.0806854,2.97625,37.8277,4.09963,-7.50379
688,0,38.4006,-4.13629,7.5458,-51.6167,-3.29059,-4.93014,13.1672,0.058669,2.99483,38.4006,4.13629,-7.5458
689,0,38.9488,-4.16323,7.57921,-52.031,-3.3828,-4.9269,13.0388,0.0336885,3.01561,38.9488,4.16323,-7.57921
690,0,39.4727,-4.17969,7.6056,-52.4181,-3.47532,-4.91047,12.9085,0.00599432,3.03798,39.4727,4.17969,-7.6056
691,0,39.9729,-4.18505,7.62771,-52.7791,-3.57039,-4.88262,12.7768,-0.0241624,3.06134,39.9729,4.18505,-7.62771
692,0,40.4498,-4.17871,7.64872,-53.1152,-3.67061,-4.84532,12.6443,-0.0565411,3.08512,40.4498,4.17871,-7.64872
693,0,40.9042,-4.16014,7.67193,-53.4272,-3.77858,-4.80056,12.5114,-0.0908336,3.10882,40.9042,4.16014,-7.67193
694,0,41.3364,-4.12883,7.70024,-53.7155,-3.8964,-4.75005,12.3782,-0.126587,3.13203,41.3364,4.12883,-7.70024
695,0,41.747,-4.08448,7.73564,-53.9805,-4.02521,-4.69511,12.2445,-0.163167,3.15426,41.747,4.08448,-7.73564
696,0,42.1371,-4.02743,7.77922,-54.2235,-4.16489,-4.63727,12.1105,-0.199664,3.17478,42.1371,4.02743,-7.77922
697,0,42.509,-3.95882,7.83165,-54.4474,-4.31459,-4.57843,11.9764,-0.235044,3.1927,42.509,3.95882,-7.83165
698,0,42.8659,-3.88021,7.89342,-54.656,-4.4738,-4.5199,11.8427,-0.268793,3.20794,42.8659,3.88021,-7.89342
699,0,43.2117,-3.7933,7.96475,-54.8535,-4.64267,-4.46163,11.7097,-0.301306,3.22163,43.2117,3.7933,-7.96475
700,0,43.551,-3.69958,8.04538,-55.0446,-4.82145,-4.40265,11.5777,-0.333306,3.23538,43.551,3.69958,-8.04538
701,0,43.8882,-3.59973,8.13459,-55.2341,-5.01003,-4.34157,11.4468,-0.365043,3.25022,43.8882,3.59973,-8.13459
702,0,44.227,-3.4933,8.23115,-55.4264,-5.20782,-4.27666,11.3177,-0.396175,3.26634,44.227,3.4933,-8.23115
703,0,44.5707,-3.37923,8.33343,-55.6248,-5.41409,-4.20588,11.1905,-0.426303,3.28354,44.5707,3.37923,-8.33343
704,0,44.9217,-3.25668,8.43967,-55.8319,-5.6283,-4.12714,11.0652,-0.455595,3.30188,44.9217,3.25668,-8.43967
705,0,45.2813,-3.12556,8.54836,-56.0489,-5.84992,-4.03902,10.9416,-0.484647,3.32162,45.2813,3.12556,-8.54836
706,0,45.6497,-2.98676,8.65852,-56.276,-6.07791,-3.94179,10.8199,-0.513737,3.3425,45.6497,2.98676,-8.65852
707,0,46.025,-2.84218,8.76995,-56.512,-6.31047,-3.8377,10.7004,-0.542527,3.36377,46.025,2.84218,-8.76995
708,0,46.4044,-2.69446,8.8829,-56.754,-6.54523,-3.7301,10.5829,-0.570328,3.38464,46.4044,2.69446,-8.8829
709,0,46.7836,-2.54637,8.9972,-56.9978,-6.77932,-3.62197,10.4669,-0.596506,3.40476,46.7836,2.54637,-8.9972
710,0,47.1587,-2.39981,9.11147,-57.2381,-7.00971,-3.51428,10.3511,-0.620934,3.42463,47.1587,2.39981,-9.11147
711,0,47.5253,-2.25541,9.22317,-57.4693,-7.23367,-3.40552,10.234,-0.64405,3.4456,47.5253,2.25541,-9.22317
712,0,47.8796,-2.1131,9.32952,-57.687,-7.44878,-3.29334,10.1148,-0.66629,3.46907,47.8796,2.1131,-9.32952
713,0,48.2181,-1.97303,9.42817,-57.8883,-7.65272,-3.17643,9.99396,-0.687714,3.49578,48.2181,1.97303,-9.42817
714,0,48.5382,-1.83634,9.51763,-58.0717,-7.84334,-3.05522,9.8725,-0.70814,3.5258,48.5382,1.83634,-9.51763
715,0,48.8385,-1.70488,9.59756,-58.2374,-8.01887,-2.93187,9.75191,-0.726969,3.55857,48.8385,1.70488,-9.59756
716,0,49.1181,-1.58013,9.66881,-58.3866,-8.17825,-2.8094,9.63414,-0.742983,3.59283,49.1181,1.58013,-9.66881
717,0,49.3766,-1.46248,9.73337,-58.5208,-8.32185,-2.69056,9.52106,-0.754809,3.6272,49.3766,1.46248,-9.73337
718,0,49.6138,-1.35155,9.79413,-58.641,-8.45176,-2.5775,9.41391,-0.761645,3.66077,49.6138,1.35155,-9.79413
719,0,49.8307,-1.24713,9.85438,-58.7478,-8.57133,-2.47198,9.31297,-0.763728,3.69334,49.8307,1.24713,-9.85438
720,0,50.0288,-1.1497,9.91696,-58.8419,-8.68425,-2.37544,9.21747,-0.7624,3.72543,50.0288,1.1497,-9.91696
721,0,50.2105,-1.06042,9.98364,-58.9242,-8.79347,-2.28902,9.12636,-0.759459,3.75775,50.2105,1.06042,-9.98364
722,0,50.3786,-0.980702,10.0548,-58.9973,-8.90011,-2.21374,9.03968,-0.756099,3.7904,50.3786,0.980702,-10.0548
723,0,50.5356,-0.911815,10.1294,-59.0654,-9.00333,-2.15041,8.95886,-0.752455,3.82261,50.5356,0.911815,-10.1294
724,0,50.6836,-0.854782,10.2059,-59.1327,-9.10138,-2.0994,8.88579,-0.748248,3.85353,50.6836,0.854782,-10.2059
725,0,50.8234,-0.810345,10.2827,-59.2016,-9.19296,-2.06054,8.82202,-0.74354,3.88286,50.8234,0.810345,-10.2827
726,0,50.9546,-0.778894,10.3593,-59.2729,-9.27781,-2.03373,8.76857,-0.738637,3.91069,50.9546,0.778894,-10.3593
727,0,51.0757,-0.760441,10.4359,-59.3451,-9.35616,-2.01936,8.72575,-0.733714,3.93694,51.0757,0.760441,-10.4359
728,0,51.185,-0.754631,10.5125,-59.4162,-9.42812,-2.01762,8.69317,-0.728821,3.96151,51.185,0.754631,-10.5125
729,0,51.281,-0.760628,10.5884,-59.4839,-9.49332,-2.02778,8.66988,-0.724015,3.98442,51.281,0.760628,-10.5884
730,0,51.3632,-0.776928,10.6619,-59.5461,-9.55096,-2.04777,8.65431,-0.719389,4.00593,51.3632,0.776928,-10.6619
731,0,51.432,-0.80128,10.7306,-59.6012,-9.60001,-2.0744,8.64451,-0.715073,4.02635,51.432,0.80128,-10.7306
732,0,51.4883,-0.830883,10.792,-59.6486,-9.63979,-2.10391,8.6387,-0.71124,4.04588,51.4883,0.830883,-10.792
733,0,51.5339,-0.862889,10.8442,-59.6886,-9.67032,-2.13294,8.63555,-0.708068,4.06446,51.5339,0.862889,-10.8442
734,0,51.5704,-0.894913,10.8867,-59.7222,-9.69246,-2.15934,8.63426,-0.705665,4.08175,51.5704,0.894913,-10.8867
735,0,51.5995,-0.925142,10.9202,-59.7503,-9.70794,-2.18234,8.63443,-0.703999,4.09724,51.5995,0.925142,-10.9202
736,0,51.6224,-0.952127,10.9466,-59.774,-9.71897,-2.20196,8.63596,-0.702912,4.11044,51.6224,0.952127,-10.9466
737,0,51.64,-0.974632,10.9677,-59.7939,-9.7276,-2.21821,8.63886,-0.702186,4.12106,51.64,0.974632,-10.9677
738,0,51.6532,-0.99167,10.9845,-59.811,-9.73512,-2.23062,8.64317,-0.701606,4.1291,51.6532,0.99167,-10.9845
739,0,51.6627,-1.00266,10.9974,-59.8257,-9.74193,-2.23845,8.64892,-0.700996,4.13488,51.6627,1.00266,-10.9974
740,0,51.6682,-1.00763,11.0061,-59.8381,-9.74762,-2.24117,8.65607,-0.700204,4.13883,51.6682,1.00763,-11.0061
741,0,51.6697,-1.00734,11.0101,-59.8479,-9.75128,-2.23885,8.66458,-0.699106,4.14135,51.6697,1.00734,-11.0101
742,0,51.6668,-1.00327,11.0092,-59.8549,-9.75179,-2.23237,8.67442,-0.697607,4.14274,51.6668,1.00327,-11.0092
743,0,51.6595,-0.997257,11.0034,-59.8593,-9.74819,-2.22318,8.68553,-0.695664,4.14311,51.6595,0.997257,-11.0034
744,0,51.6481,-0.9909,10.9929,-59.861,-9.74002,-2.21288,8.69785,-0.693292,4.14242,51.6481,0.9909,-10.9929
745,0,51.6324,-0.98505,10.9786,-59.86,-9.72758,-2.20271,8.71128,-0.690567,4.14056,51.6324,0.98505,-10.9786
746,0,51.6122,-0.979962,10.9613,-59.8558,-9.71154,-2.19349,8.7257,-0.68761,4.13745,51.6122,0.979962,-10.9613
747,0,51.5869,-0.9757,10.9417,-59.8476,-9.69263,-2.18573,8.74097,-0.684558,4.1331,51.5869,0.9757,-10.9417
748,0,51.5562,-0.972332,10.9207,-59.8348,-9.6715,-2.17984,8.75703,-0.681544,4.12761,51.5562,0.972332,-10.9207
749,0,51.5199,-0.970012,10.8986,-59.8173,-9.64855,-2.17602,8.7739,-0.678692,4.12116,51.5199,0.970012,-10.8986
750,0,51.4781,-0.969029,10.8753,-59.7953,-9.62374,-2.17429,8.79177,-0.676109,4.11391,51.4781,0.969029,-10.8753
751,0,51.4307,-0.969805,10.8508,-59.7693,-9.59681,-2.17468,8.81094,-0.673871,4.10605,51.4307,0.969805,-10.8508
752,0,51.3777,-0.972849,10.8248,-59.7395,-9.56754,-2.17744,8.83176,-0.672009,4.09766,51.3777,0.972849,-10.8248
753,0,51.319,-0.978679,10.7976,-59.7059,-9.53572,-2.18308,8.85457,-0.670491,4.08874,51.319,0.978679,-10.7976
754,0,51.2536,-0.987713,10.7691,-59.6683,-9.50093,-2.19215,8.87964,-0.669234,4.07909,51.2536,0.987713,-10.7691
755,0,51.1808,-1.00013,10.7386,-59.6259,-9.46243,-2.20489,8.90714,-0.668135,4.06844,51.1808,1.00013,-10.7386
756,0,51.0993,-1.01576,10.7051,-59.5777,-9.41905,-2.2209,8.93714,-0.667117,4.05655,51.0993,1.01576,-10.7051
757,0,51.0079,-1.03407,10.6665,-59.5225,-9.36932,-2.23915,8.96962,-0.666156,4.04324,51.0079,1.03407,-10.6665
758,0,50.9051,-1.05431,10.6213,-59.4588,-9.31194,-2.25834,9.00448,-0.665257,4.02846,50.9051,1.05431,-10.6213
759,0,50.7896,-1.07559,10.5684,-59.3853,-9.2463,-2.27731,9.04159,-0.66442,4.01223,50.7896,1.07559,-10.5684
760,0,50.6598,-1.09717,10.5076,-59.3002,-9.17248,-2.29541,9.08082,-0.663599,3.99472,50.6598,1.09717,-10.5076
761,0,50.5142,-1.11869,10.4398,-59.2018,-9.09108,-2.31268,9.12207,-0.662715,3.97615,50.5142,1.11869,-10.4398
762,0,50.3508,-1.14008,10.3666,-59.0878,-9.00321,-2.32991,9.16524,-0.661703,3.9567,50.3508,1.14008,-10.3666
763,0,50.1676,-1.16114,10.2902,-58.9561,-8.91069,-2.34826,9.21025,-0.660544,3.93647,50.1676,1.16114,-10.2902
764,0,49.9625,-1.18108,10.213,-58.8041,-8.81575,-2.36849,9.25691,-0.659283,3.91547,49.9625,1.18108,-10.213
765,0,49.7332,-1.19845,10.1367,-58.629,-8.72044,-2.39046,9.30501,-0.658018,3.89377,49.7332,1.19845,-10.1367
766,0,49.4777,-1.21146,10.0623,-58.4282,-8.62651,-2.41327,9.35424,-0.656866,3.87158,49.4777,1.21146,-10.0623
767,0,49.1948,-1.21824,9.99056,-58.2004,-8.53549,-2.43536,9.40436,-0.655956,3.84929,49.1948,1.21824,-9.99056
768,0,48.8844,-1.21695,9.9213,-57.9451,-8.44846,-2.45465,9.45528,-0.655423,3.8274,48.8844,1.21695,-9.9213
769,0,48.547,-1.20605,9.85397,-57.663,-8.36601,-2.46893,9.50717,-0.655372,3.80636,48.547,1.20605,-9.85397
770,0,48.1829,-1.1847,9.78772,-57.355,-8.28811,-2.47659,9.5605,-0.655824,3.78648,48.1829,1.1847,-9.78772
771,0,47.7929,-1.15288,9.72175,-57.0225,-8.2143,-2.47696,9.61602,-0.656704,3.76777,47.7929,1.15288,-9.72175
772,0,47.3777,-1.11118,9.65555,-56.6676,-8.14402,-2.47034,9.67482,-0.657832,3.74993,47.3777,1.11118,-9.65555
773,0,46.9378,-1.06028,9.58904,-56.2921,-8.07688,-2.45749,9.73824,-0.658888,3.73251,46.9378,1.06028,-9.58904
774,0,46.4734,-1.00065,9.52244,-55.898,-8.01266,-2.43925,9.80783,-0.659357,3.715,46.4734,1.00065,-9.52244
775,0,45.9847,-0.932874,9.45631,-55.4866,-7.9511,-2.41685,9.885,-0.658511,3.69682,45.9847,0.932874,-9.45631
776,0,45.4718,-0.858096,9.39153,-55.0593,-7.89161,-2.3923,9.97061,-0.655458,3.67729,45.4718,0.858096,-9.39153
777,0,44.9352,-0.778128,9.32905,-54.6165,-7.83317,-2.36836,10.0646,-0.649245,3.6557,44.9352,0.778128,-9.32905
778,0,44.3749,-0.695238,9.26939,-54.1574,-7.7742,-2.34782,10.166,-0.639172,3.63154,44.3749,0.695238,-9.26939
779,0,43.7908,-0.611687,9.21228,-53.6804,-7.7131,-2.33237,10.2733,-0.625292,3.60499,43.7908,0.611687,-9.21228
780,0,43.1821,-0.529441,9.15706,-53.1839,-7.64893,-2.32232,10.3854,-0.608521,3.57719,43.1821,0.529441,-9.15706
781,0,42.5482,-0.450282,9.10315,-52.6672,-7.58136,-2.31721,10.5024,-0.590111,3.5497,42.5482,0.450282,-9.10315
782,0,41.8884,-0.375733,9.0497,-52.1306,-7.5098,-2.31626,10.6252,-0.571057,3.52389,41.8884,0.375733,-9.0497
783,0,41.202,-0.306463,8.99524,-51.5737,-7.43316,-2.31839,10.7539,-0.551864,3.50043,41.202,0.306463,-8.99524
784,0,40.4881,-0.241928,8.93779,-50.9944,-7.35022,-2.32215,10.8872,-0.532726,3.47916,40.4881,0.241928,-8.93779
785,0,39.7459,-0.180749,8.87544,-50.3899,-7.26033,-2.32588,11.0232,-0.513911,3.45966,39.7459,0.180749,-8.87544
786,0,38.9748,-0.121415,8.80687,-49.7576,-7.16388,-2.32787,11.1598,-0.496046,3.44168,38.9748,0.121415,-8.80687
787,0,38.1751,-0.0627379,8.73154,-49.0967,-7.06212,-2.32664,11.2961,-0.480023,3.42531,38.1751,0.0627379,-8.73154
788,0,37.3479,-0.00392437,8.64954,-48.4077,-6.9566,-2.32126,11.4315,-0.466644,3.41066,37.3479,0.00392437,-8.64954
789,0,36.4948,0.0556187,8.56155,-47.6918,-6.84882,-2.31164,11.5657,-0.456176,3.39745,36.4948,-0.0556187,-8.56155
790,0,35.6179,0.116556,8.4686,-46.9511,-6.73969,-2.29863,11.6989,-0.447922,3.38457,35.6179,-0.116556,-8.4686
791,0,34.7187,0.17961,8.37158,-46.1875,-6.62928,-2.28363,11.8314,-0.440422,3.37031,34.7187,-0.17961,-8.37158
792,0,33.7988,0.245105,8.27135,-45.4033,-6.51751,-2.26809,11.9636,-0.432365,3.35317,33.7988,-0.245105,-8.27135
793,0,32.8607,0.312508,8.16897,-44.6004,-6.40455,-2.25344,12.0954,-0.423178,3.33249,32.8607,-0.312508,-8.16897
794,0,31.9068,0.380515,8.06565,-43.781,-6.29072,-2.24103,12.2262,-0.412909,3.30839,31.9068,-0.380515,-8.06565
795,0,30.94,0.44757,7.96248,-42.9473,-6.17634,-2.23185,12.3554,-0.401925,3.28144,30.94,-0.44757,-7.96248
796,0,29.9626,0.512422,7.8602,-42.1012,-6.06168,-2.22619,12.4827,-0.390665,3.25247,29.9626,-0.512422,-7.8602
797,0,28.9766,0.57432,7.75906,-41.2443,-5.94689,-2.22361,12.6077,-0.379469,3.2224,28.9766,-0.57432,-7.75906
798,0,27.9837,0.632792,7.65886,-40.3781,-5.83179,-2.22324,12.7302,-0.368525,3.19203,27.9837,-0.632792,-7.65886
